latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-19.1561,16.5721,306.1,1.5,1.2,2020-10-15,2118,Terra,MODIS,56,6.03,294.2,7.8,N,0
-19.1578,16.5582,328.4,1.5,1.2,2020-10-15,2118,Terra,MODIS,100,6.03,295.6,43.3,N,0
-19.1142,16.829,339,1.4,1.2,2020-10-15,2118,Terra,MODIS,100,6.03,298.3,64.6,N,0
-19.147,16.5567,324.9,1.5,1.2,2020-10-15,2118,Terra,MODIS,100,6.03,294.8,36,N,0
-19.1036,16.8276,330.5,1.4,1.2,2020-10-15,2118,Terra,MODIS,100,6.03,297.2,42.7,N,0
-19.1052,16.8142,320.1,1.4,1.2,2020-10-15,2118,Terra,MODIS,59,6.03,296.1,22.9,N,0
-19.1068,16.8008,309.9,1.4,1.2,2020-10-15,2118,Terra,MODIS,20,6.03,294.6,9.7,N,0
-19.1117,16.7605,316.5,1.4,1.2,2020-10-15,2118,Terra,MODIS,93,6.03,295.1,19.2,N,0
-19.0931,16.8262,322.7,1.4,1.2,2020-10-15,2118,Terra,MODIS,84,6.03,294.5,27.6,N,0
-19.0947,16.8128,316.9,1.4,1.2,2020-10-15,2118,Terra,MODIS,32,6.03,294.1,17.6,N,0
-19.0818,16.6119,305.7,1.5,1.2,2020-10-15,2118,Terra,MODIS,32,6.03,294.7,7.2,N,0
-19.0711,16.6104,306.6,1.5,1.2,2020-10-15,2118,Terra,MODIS,51,6.03,294.6,8.3,N,0
-18.8332,16.9721,304.1,1.4,1.2,2020-10-15,2118,Terra,MODIS,48,6.03,293.3,6.9,N,0
-18.8244,16.9577,311.3,1.4,1.2,2020-10-15,2118,Terra,MODIS,82,6.03,293.4,14.3,N,0
-18.8215,16.9624,303.6,1.1,1.1,2020-10-16,0025,Aqua,MODIS,56,6.03,292,6,N,0
-19.158,16.5531,303.5,1.1,1,2020-10-16,0025,Aqua,MODIS,55,6.03,289.1,6.5,N,0
-19.1525,16.5596,300.3,1.1,1,2020-10-16,0025,Aqua,MODIS,22,6.03,289,4.3,N,0
-19.1673,16.7369,303,1.1,1,2020-10-16,0025,Aqua,MODIS,15,6.03,291.6,5,N,0
-18.9329,16.7165,332.8,3.6,1.8,2020-10-16,0950,Terra,MODIS,74,6.03,298.8,106.1,D,0
-19.0709,16.6336,329.5,3.6,1.8,2020-10-16,0950,Terra,MODIS,53,6.03,301.3,86.1,D,0
-19.0635,16.6288,331.3,3.6,1.8,2020-10-16,0950,Terra,MODIS,45,6.03,304.6,101.1,D,0
-19.1665,16.6872,328.9,3.6,1.8,2020-10-16,0950,Terra,MODIS,34,6.03,299.6,65.3,D,0
-19.1776,16.7141,335.9,3.6,1.8,2020-10-16,0950,Terra,MODIS,79,6.03,300.6,138.5,D,0
-18.9212,16.7021,332,1,1,2020-10-16,1236,Aqua,MODIS,53,6.03,305.5,13.2,D,0
-19.0629,16.6126,352.1,1,1,2020-10-16,1236,Aqua,MODIS,89,6.03,315.3,42.9,D,0
-19.0643,16.6029,349.2,1,1,2020-10-16,1236,Aqua,MODIS,92,6.03,317.4,36.9,D,0
-19.0656,16.5932,371.7,1,1,2020-10-16,1236,Aqua,MODIS,100,6.03,318,100.6,D,0
-19.0669,16.5835,375.9,1,1,2020-10-16,1236,Aqua,MODIS,100,6.03,316.2,118,D,0
-19.0539,16.6112,340.5,1,1,2020-10-16,1236,Aqua,MODIS,69,6.03,314.3,20.6,D,0
-19.0552,16.6015,332.9,1,1,2020-10-16,1236,Aqua,MODIS,8,6.03,312.5,9.1,D,0
-18.9428,16.8133,350.7,1,1,2020-10-16,1236,Aqua,MODIS,48,6.03,316.2,44.2,D,0
-18.9337,16.8118,337.1,1,1,2020-10-16,1236,Aqua,MODIS,37,6.03,303.4,16.4,D,0
-18.935,16.8023,354.3,1,1,2020-10-16,1236,Aqua,MODIS,96,6.03,317.3,49.5,D,0
-18.9364,16.7927,349.6,1,1,2020-10-16,1236,Aqua,MODIS,88,6.03,308.7,38.8,D,0
-18.9273,16.7913,343.6,1,1,2020-10-16,1236,Aqua,MODIS,55,6.03,313.1,27.9,D,0
-18.9287,16.7817,338.7,1,1,2020-10-16,1236,Aqua,MODIS,72,6.03,303.6,17.6,D,0
-18.9302,16.7035,348.1,1,1,2020-10-16,1236,Aqua,MODIS,86,6.03,307.2,39.3,D,0
-19.1858,16.5182,341.6,1,1,2020-10-16,1236,Aqua,MODIS,58,6.03,308.5,27.6,D,0
-19.1871,16.5085,355.3,1,1,2020-10-16,1236,Aqua,MODIS,97,6.03,310.4,56.2,D,0
-19.1885,16.4987,356.3,1,1,2020-10-16,1236,Aqua,MODIS,97,6.03,309.1,59,D,0
-19.1793,16.4973,344.4,1,1,2020-10-16,1236,Aqua,MODIS,77,6.03,308.9,33,D,0
-19.1558,16.5335,363.4,1,1,2020-10-16,1236,Aqua,MODIS,100,6.03,313.1,81.6,D,0
-19.1571,16.5237,342.4,1,1,2020-10-16,1236,Aqua,MODIS,62,6.03,309.9,30.9,D,0
-19.1611,16.4945,358.3,1,1,2020-10-16,1236,Aqua,MODIS,93,6.03,306.7,68.3,D,0
-19.076,16.5849,333.2,1,1,2020-10-16,1236,Aqua,MODIS,45,6.03,305.9,10.8,D,0
-19.0773,16.5752,335,1,1,2020-10-16,1236,Aqua,MODIS,54,6.03,311.7,14.2,D,0
-19.0616,16.6222,337.7,1,1,2020-10-16,1236,Aqua,MODIS,51,6.03,315.4,17,D,0
-19.038,16.5621,308.1,2.1,1.4,2020-10-16,2201,Terra,MODIS,43,6.03,293.4,18.7,N,0
-19.0487,16.5027,307.8,2.1,1.4,2020-10-16,2201,Terra,MODIS,70,6.03,293.1,20.5,N,0
-19.0522,16.483,304.6,2.1,1.4,2020-10-16,2201,Terra,MODIS,19,6.03,291.8,14.6,N,0
-19.0253,16.5595,319.5,2.1,1.4,2020-10-16,2201,Terra,MODIS,96,6.03,294.7,45.2,N,0
-19.0361,16.5001,325.4,2.1,1.4,2020-10-16,2201,Terra,MODIS,100,6.03,294.6,62.7,N,0
-19.0397,16.4805,339.1,2.1,1.4,2020-10-16,2201,Terra,MODIS,100,6.03,296.7,118.5,N,0
-18.9277,16.8072,304,2.2,1.4,2020-10-16,2201,Terra,MODIS,9,6.03,292.4,13.7,N,0
-18.9133,16.7397,308.2,2.2,1.4,2020-10-16,2201,Terra,MODIS,59,6.03,292.8,21.9,N,0
-19.0343,16.582,306.8,2.1,1.4,2020-10-16,2201,Terra,MODIS,33,6.03,293.5,16.6,N,0
-19.1311,16.4844,303.2,2.1,1.4,2020-10-16,2201,Terra,MODIS,12,6.03,290.9,13.9,N,0
-19.1275,16.504,307.9,2.1,1.4,2020-10-16,2201,Terra,MODIS,54,6.03,291.4,22.4,N,0
-19.1921,16.5853,302.9,2.1,1.4,2020-10-16,2201,Terra,MODIS,52,6.03,289.8,16.1,N,0
-19.155,16.787,303.8,2.2,1.4,2020-10-16,2201,Terra,MODIS,35,6.03,291,14.9,N,0
-18.8734,16.9048,331.7,1.4,1.2,2020-10-17,0854,Terra,MODIS,35,6.03,316.8,15,D,0
-18.884,16.9028,334.2,1.4,1.2,2020-10-17,0854,Terra,MODIS,70,6.03,316.9,21.4,D,0
-18.8862,16.9164,333.9,1.4,1.2,2020-10-17,0854,Terra,MODIS,60,6.03,317.7,19.5,D,0
-18.8961,16.7538,342.7,1.5,1.2,2020-10-17,0854,Terra,MODIS,73,6.03,319.8,42.4,D,0
-18.9199,16.7636,358.8,1.5,1.2,2020-10-17,0854,Terra,MODIS,99,6.03,322.4,94.2,D,0
-18.9269,16.8048,337.3,1.5,1.2,2020-10-17,0854,Terra,MODIS,25,6.03,321.3,21.9,D,0
-18.9282,16.7478,337,1.5,1.2,2020-10-17,0854,Terra,MODIS,39,6.03,319.8,20.7,D,0
-19.0012,16.5689,343.2,1.5,1.2,2020-10-17,0855,Terra,MODIS,86,6.03,318.3,49.9,D,0
-19.0048,16.5242,347.9,1.5,1.2,2020-10-17,0855,Terra,MODIS,91,6.03,316.8,71.9,D,0
-19.0072,16.5385,361.7,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,319.5,127.4,D,0
-19.0096,16.5527,361.3,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,320.5,119.7,D,0
-19.012,16.5668,360.3,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,320.6,114.1,D,0
-19.0144,16.581,348.4,1.5,1.2,2020-10-17,0855,Terra,MODIS,87,6.03,319.3,61.3,D,0
-18.9987,16.4215,342.9,1.5,1.2,2020-10-17,0855,Terra,MODIS,86,6.03,314.6,57.1,D,0
-19.0012,16.436,371.4,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,318.2,190.4,D,0
-19.0036,16.4505,350.4,1.5,1.2,2020-10-17,0855,Terra,MODIS,93,6.03,317.4,81.8,D,0
-19.006,16.4649,333.3,1.5,1.2,2020-10-17,0855,Terra,MODIS,72,6.03,314.1,27.1,D,0
-19.0133,16.5079,379.4,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,314.5,242.1,D,0
-19.0157,16.5222,397.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,321.9,406.7,D,0
-19.0181,16.5364,380.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,319.9,246.4,D,0
-19.0205,16.5506,371.9,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,318.9,179,D,0
-19.0323,16.6212,342.7,1.5,1.2,2020-10-17,0855,Terra,MODIS,71,6.03,319.3,42,D,0
-19.0064,16.5178,358.9,1.5,1.2,2020-10-17,0855,Terra,MODIS,99,6.03,318.8,117.5,D,0
-19.0089,16.532,367.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,320.9,161,D,0
-19.0114,16.5462,370.9,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,322.8,170.9,D,0
-19.0138,16.5604,350.5,1.5,1.2,2020-10-17,0855,Terra,MODIS,93,6.03,319.5,69.7,D,0
-18.9996,16.4153,327.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,50,6.03,313.5,15.7,D,0
-19.0021,16.4298,362.7,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,316.9,141.1,D,0
-19.0047,16.4442,359.2,1.5,1.2,2020-10-17,0855,Terra,MODIS,99,6.03,318,120.2,D,0
-19.0072,16.4586,347.1,1.5,1.2,2020-10-17,0855,Terra,MODIS,90,6.03,316.1,68,D,0
-19.0147,16.5015,342,1.5,1.2,2020-10-17,0855,Terra,MODIS,82,6.03,310.1,45,D,0
-19.0172,16.5158,389.2,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,318.2,318.6,D,0
-19.0197,16.53,364,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,316.7,136.9,D,0
-19.0222,16.5442,368.4,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,317.8,154.9,D,0
-19.0345,16.6147,341.2,1.5,1.2,2020-10-17,0855,Terra,MODIS,78,6.03,319.5,37.2,D,0
-19.0369,16.6287,336.2,1.5,1.2,2020-10-17,0855,Terra,MODIS,57,6.03,318.6,23.3,D,0
-19.0752,16.8488,334.1,1.4,1.2,2020-10-17,0855,Terra,MODIS,43,6.03,320.4,16.8,D,0
-19.0181,16.4565,332.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,40,6.03,311,22.1,D,0
-19.0206,16.4709,339.6,1.5,1.2,2020-10-17,0855,Terra,MODIS,81,6.03,310.6,39.6,D,0
-19.0231,16.4852,340.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,78,6.03,314.5,40.4,D,0
-19.0256,16.4995,339.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,62,6.03,317.2,37.4,D,0
-19.0429,16.5986,350.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,93,6.03,319.7,64.2,D,0
-19.0414,16.526,344.3,1.5,1.2,2020-10-17,0855,Terra,MODIS,69,6.03,315.8,45.5,D,0
-19.0439,16.5402,340,1.5,1.2,2020-10-17,0855,Terra,MODIS,40,6.03,316.1,31.3,D,0
-19.0349,16.4236,337.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,80,6.03,313.5,44.3,D,0
-19.0374,16.438,371.6,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,320.8,194.1,D,0
-19.0399,16.4524,361.6,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,319.7,129.4,D,0
-19.0547,16.5382,341.2,1.5,1.2,2020-10-17,0855,Terra,MODIS,48,6.03,318.4,37.8,D,0
-19.0572,16.5523,335.6,1.5,1.2,2020-10-17,0855,Terra,MODIS,65,6.03,319.6,24.5,D,0
-19.0459,16.4216,345.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,89,6.03,313.9,72.3,D,0
-19.0484,16.436,384.2,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,320,288.5,D,0
-19.0508,16.4504,349.6,1.5,1.2,2020-10-17,0855,Terra,MODIS,89,6.03,315.2,74.2,D,0
-19.0533,16.4648,342.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,77,6.03,314.5,42.4,D,0
-19.0593,16.4339,341.5,1.5,1.2,2020-10-17,0855,Terra,MODIS,85,6.03,312.6,58.2,D,0
-19.0617,16.4483,396.9,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,323.9,403.9,D,0
-19.0642,16.4627,374.3,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,322.7,201.9,D,0
-19.0667,16.4771,355.4,1.5,1.2,2020-10-17,0855,Terra,MODIS,95,6.03,320.2,91.1,D,0
-19.0691,16.4914,351.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,94,6.03,319,77.7,D,0
-19.0727,16.4463,367,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,314.5,164.1,D,0
-19.0751,16.4607,361.4,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,316.6,129.2,D,0
-19.1449,16.8078,361.1,1.4,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,322.3,104.2,D,0
-19.1532,16.7922,339.8,1.4,1.2,2020-10-17,0855,Terra,MODIS,33,6.03,320.1,25.2,D,0
-19.1555,16.8059,343.8,1.4,1.2,2020-10-17,0855,Terra,MODIS,68,6.03,318.2,40.1,D,0
-19.1482,16.8006,353.5,1.4,1.2,2020-10-17,0855,Terra,MODIS,95,6.03,321.3,73.9,D,0
-19.1506,16.8142,346.2,1.4,1.2,2020-10-17,0855,Terra,MODIS,80,6.03,318.5,49.9,D,0
-19.1565,16.785,337.7,1.4,1.2,2020-10-17,0855,Terra,MODIS,51,6.03,320.5,23,D,0
-19.1588,16.7986,343.8,1.4,1.2,2020-10-17,0855,Terra,MODIS,86,6.03,319.2,44.5,D,0
-19.1139,16.4762,348.2,1.5,1.2,2020-10-17,0855,Terra,MODIS,91,6.03,317.9,69.6,D,0
-19.1164,16.4905,342.7,1.5,1.2,2020-10-17,0855,Terra,MODIS,79,6.03,319.8,47.6,D,0
-19.1189,16.5047,340.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,71,6.03,319.2,40,D,0
-19.1624,16.7557,365,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,324.3,128,D,0
-19.1648,16.7694,361.5,1.4,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,322.4,110.4,D,0
-19.1671,16.783,350.1,1.4,1.2,2020-10-17,0855,Terra,MODIS,93,6.03,319.7,65.5,D,0
-19.1322,16.5169,333,1.5,1.2,2020-10-17,0855,Terra,MODIS,38,6.03,319,18,D,0
-19.1707,16.7401,340.4,1.5,1.2,2020-10-17,0855,Terra,MODIS,83,6.03,315.7,34.2,D,0
-19.1731,16.7538,418,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,325.7,612.8,D,0
-19.1754,16.7674,377.8,1.4,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,320.5,207.2,D,0
-19.1441,16.4558,334,1.5,1.2,2020-10-17,0855,Terra,MODIS,54,6.03,315,25.4,D,0
-19.1465,16.4701,334.9,1.5,1.2,2020-10-17,0855,Terra,MODIS,51,6.03,317.5,24.9,D,0
-19.1934,16.679,338.7,1.5,1.2,2020-10-17,0855,Terra,MODIS,63,6.03,319.8,31.3,D,0
-19.1957,16.6928,338.9,1.5,1.2,2020-10-17,0855,Terra,MODIS,81,6.03,320.3,32.3,D,0
-19.198,16.7066,336.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,28,6.03,318.9,25.5,D,0
-19.1936,16.5492,351.1,1.5,1.2,2020-10-17,0855,Terra,MODIS,92,6.03,316.8,74,D,0
-19.1959,16.5633,340.5,1.5,1.2,2020-10-17,0855,Terra,MODIS,39,6.03,318.9,35.7,D,0
-19.2007,16.5914,340.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,29,6.03,320.1,31.6,D,0
-19.2031,16.6054,348.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,87,6.03,319.3,59.3,D,0
-19.2054,16.6194,338.4,1.5,1.2,2020-10-17,0855,Terra,MODIS,81,6.03,317,31.4,D,0
-19.2067,16.5613,399.3,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,323.5,407.2,D,0
-19.2091,16.5753,399.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,325.5,406.9,D,0
-19.2115,16.5894,382.2,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,321.5,244.2,D,0
-19.2138,16.6034,347.4,1.5,1.2,2020-10-17,0855,Terra,MODIS,89,6.03,317.1,56.4,D,0
-19.1981,16.5568,342.4,1.5,1.2,2020-10-17,0855,Terra,MODIS,55,6.03,318.1,43.6,D,0
-19.2005,16.5708,349.4,1.5,1.2,2020-10-17,0855,Terra,MODIS,79,6.03,321.1,63.5,D,0
-19.203,16.5849,351.3,1.5,1.2,2020-10-17,0855,Terra,MODIS,77,6.03,321.1,67.4,D,0
-19.2054,16.5988,364.4,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,321.3,130.9,D,0
-19.2079,16.6128,336.2,1.5,1.2,2020-10-17,0855,Terra,MODIS,77,6.03,317,26.6,D,0
-19.2089,16.5548,363.5,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,316.6,135.2,D,0
-19.2113,16.5688,404.6,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,324.7,465.8,D,0
-19.2138,16.5828,373,1.5,1.2,2020-10-17,0855,Terra,MODIS,100,6.03,320.4,183.9,D,0
-19.2162,16.5968,340.8,1.5,1.2,2020-10-17,0855,Terra,MODIS,71,6.03,317.2,37.2,D,0
-19.2216,16.664,334.3,3.7,1.8,2020-10-17,1319,Aqua,MODIS,64,6.03,317.9,83.7,D,0
-19.2287,16.6297,342.1,3.7,1.8,2020-10-17,1319,Aqua,MODIS,84,6.03,315.4,164.2,D,0
-19.2357,16.5957,354.1,3.6,1.8,2020-10-17,1319,Aqua,MODIS,95,6.03,314.7,325.5,D,0
-19.2313,16.6612,333,3.7,1.8,2020-10-17,1319,Aqua,MODIS,59,6.03,316.2,72.6,D,0
-19.2381,16.6268,339.4,3.7,1.8,2020-10-17,1319,Aqua,MODIS,80,6.03,314.8,136.9,D,0
-19.2449,16.5928,335,3.6,1.8,2020-10-17,1319,Aqua,MODIS,50,6.03,313.9,89.8,D,0
-19.2222,16.6233,335.2,3.7,1.8,2020-10-17,1319,Aqua,MODIS,61,6.03,315.1,87.8,D,0
-19.2291,16.5892,344.4,3.6,1.8,2020-10-17,1319,Aqua,MODIS,87,6.03,314,189.7,D,0
-19.2425,16.5216,337.2,3.6,1.8,2020-10-17,1319,Aqua,MODIS,76,6.03,310.7,120.8,D,0
-19.2492,16.4882,338.8,3.6,1.8,2020-10-17,1319,Aqua,MODIS,78,6.03,311.6,139.6,D,0
-19.1714,16.7931,338.9,3.8,1.8,2020-10-17,1319,Aqua,MODIS,62,6.03,315.3,122.6,D,0
-19.2335,16.4846,359.9,3.6,1.8,2020-10-17,1319,Aqua,MODIS,99,6.03,315.2,427.5,D,0
-19.1481,16.8247,336.3,3.8,1.8,2020-10-17,1319,Aqua,MODIS,32,6.03,319.5,93.2,D,0
-19.202,16.4776,337.2,3.6,1.8,2020-10-17,1319,Aqua,MODIS,59,6.03,310.6,116.7,D,0
-19.1656,16.575,333,3.6,1.8,2020-10-17,1319,Aqua,MODIS,54,6.03,317.9,61.6,D,0
-19.1863,16.4741,332.2,3.6,1.8,2020-10-17,1319,Aqua,MODIS,21,6.03,313,75.6,D,0
-19.157,16.8191,337,3.8,1.8,2020-10-17,1319,Aqua,MODIS,23,6.03,317.6,88.6,D,0
-19.2084,16.4713,336,3.6,1.8,2020-10-17,1319,Aqua,MODIS,62,6.03,310.2,111.3,D,0
-19.1927,16.4677,336.1,3.6,1.8,2020-10-17,1319,Aqua,MODIS,54,6.03,311.9,109.7,D,0
-19.0691,16.8363,333.7,3.8,1.8,2020-10-17,1319,Aqua,MODIS,64,6.03,319,50.5,D,0
-19.132,16.5242,336,3.6,1.8,2020-10-17,1319,Aqua,MODIS,56,6.03,315.5,79.2,D,0
-19.1162,16.5207,341.6,3.6,1.8,2020-10-17,1319,Aqua,MODIS,80,6.03,314.2,130,D,0
-19.123,16.4871,344.6,3.6,1.8,2020-10-17,1319,Aqua,MODIS,79,6.03,317.6,175.6,D,0
-19.1251,16.5178,348.1,3.6,1.8,2020-10-17,1319,Aqua,MODIS,90,6.03,315.5,211.5,D,0
-19.057,16.3632,340.1,3.5,1.8,2020-10-17,1319,Aqua,MODIS,76,6.03,310.1,168.8,D,0
-19.0143,16.493,351.7,3.6,1.8,2020-10-17,1319,Aqua,MODIS,90,6.03,318.5,245.8,D,0
-19.0212,16.4594,341.4,3.6,1.8,2020-10-17,1319,Aqua,MODIS,42,6.03,315.3,133.3,D,0
-19.0413,16.3597,340.5,3.5,1.8,2020-10-17,1319,Aqua,MODIS,79,6.03,309.7,173.6,D,0
-19.048,16.3268,335.6,3.5,1.8,2020-10-17,1319,Aqua,MODIS,73,6.03,306.9,138.5,D,0
-18.9916,16.5233,358.3,3.6,1.8,2020-10-17,1319,Aqua,MODIS,93,6.03,314.8,380.7,D,0
-18.9985,16.4895,386.9,3.6,1.8,2020-10-17,1319,Aqua,MODIS,100,6.03,318.1,1019.4,D,0
-19.0054,16.4559,351.3,3.6,1.8,2020-10-17,1319,Aqua,MODIS,92,6.03,312.8,273.6,D,0
-19.0257,16.3562,341.5,3.5,1.8,2020-10-17,1319,Aqua,MODIS,83,6.03,307.4,190.3,D,0
-18.8961,16.9055,356.6,3.9,1.8,2020-10-17,1319,Aqua,MODIS,97,6.03,315.3,406.5,D,0
-18.9036,16.8694,345.2,3.9,1.8,2020-10-17,1319,Aqua,MODIS,84,6.03,309.3,217.3,D,0
-18.9827,16.4861,367,3.6,1.8,2020-10-17,1319,Aqua,MODIS,100,6.03,309.1,564.1,D,0
-18.9896,16.4525,354,3.6,1.8,2020-10-17,1319,Aqua,MODIS,95,6.03,308.2,348.9,D,0
-18.9964,16.4191,332.2,3.6,1.8,2020-10-17,1319,Aqua,MODIS,59,6.03,307.1,104.8,D,0
-18.9528,16.8352,335.7,3.8,1.8,2020-10-17,1319,Aqua,MODIS,31,6.03,315.2,97.9,D,0
-19.0473,16.3534,353.3,3.5,1.8,2020-10-17,1319,Aqua,MODIS,95,6.03,310.6,326.9,D,0
-19.0536,16.3205,329,3.5,1.8,2020-10-17,1319,Aqua,MODIS,40,6.03,306.6,82.2,D,0
-18.9987,16.5173,357.4,3.6,1.8,2020-10-17,1319,Aqua,MODIS,89,6.03,317.3,362.4,D,0
-19.0054,16.4834,361.2,3.6,1.8,2020-10-17,1319,Aqua,MODIS,95,6.03,317.4,414.3,D,0
-19.0316,16.3499,340.4,3.5,1.8,2020-10-17,1319,Aqua,MODIS,80,6.03,308.1,180.6,D,0
-18.906,16.9,338.3,3.9,1.8,2020-10-17,1319,Aqua,MODIS,71,6.03,311.5,141.1,D,0
-18.9829,16.5138,347.7,3.6,1.8,2020-10-17,1319,Aqua,MODIS,77,6.03,310.3,240.9,D,0
-18.9896,16.4799,395.4,3.6,1.8,2020-10-17,1319,Aqua,MODIS,100,6.03,314.4,1327.4,D,0
-18.9962,16.4463,347.3,3.6,1.8,2020-10-17,1319,Aqua,MODIS,85,6.03,309.9,246.1,D,0
-18.8897,16.8963,362.8,3.9,1.8,2020-10-17,1319,Aqua,MODIS,100,6.03,316.7,523.3,D,0
-18.8733,16.8928,336.3,3.9,1.8,2020-10-17,1319,Aqua,MODIS,73,6.03,315.4,120,D,0
-18.9024,16.7492,336,3.8,1.8,2020-10-17,1319,Aqua,MODIS,45,6.03,312.8,115.7,D,0
-18.9095,16.714,351.7,3.8,1.8,2020-10-17,1319,Aqua,MODIS,94,6.03,312.5,315,D,0
-18.9165,16.6791,333.7,3.8,1.8,2020-10-17,1319,Aqua,MODIS,37,6.03,311,99.8,D,0
-18.8862,16.7457,332.4,3.8,1.8,2020-10-17,1319,Aqua,MODIS,53,6.03,313.3,90.3,D,0
-18.8934,16.7105,354.2,3.8,1.8,2020-10-17,1319,Aqua,MODIS,95,6.03,312.8,366.6,D,0
-18.9005,16.6756,328.8,3.8,1.8,2020-10-17,1319,Aqua,MODIS,19,6.03,311.8,62,D,0
-18.8972,16.7431,340.5,3.8,1.8,2020-10-17,1319,Aqua,MODIS,82,6.03,313.3,173.8,D,0
-18.904,16.7078,353.2,3.8,1.8,2020-10-17,1319,Aqua,MODIS,95,6.03,313.6,346.7,D,0
-18.8879,16.7043,337.5,3.8,1.8,2020-10-17,1319,Aqua,MODIS,78,6.03,311.3,146.1,D,0
-19.1097,16.4972,306.4,2.5,1.5,2020-10-17,2106,Terra,MODIS,54,6.03,292.8,23,N,0
-19.1029,16.4899,308.9,2.5,1.5,2020-10-17,2106,Terra,MODIS,76,6.03,292.9,28.8,N,0
-19.0553,16.4123,302.1,2.5,1.5,2020-10-17,2106,Terra,MODIS,26,6.03,290.5,15.3,N,0
-19.0577,16.3884,308.5,2.5,1.5,2020-10-17,2106,Terra,MODIS,75,6.03,291.7,31.4,N,0
-19.0626,16.3403,310.7,2.5,1.5,2020-10-17,2106,Terra,MODIS,76,6.03,293.3,37,N,0
-19.0651,16.316,304.2,2.6,1.5,2020-10-17,2106,Terra,MODIS,29,6.03,291.4,21.5,N,0
-19.0491,16.4061,305.9,2.5,1.5,2020-10-17,2106,Terra,MODIS,46,6.03,291.1,22.4,N,0
-19.0569,16.3341,307.1,2.5,1.5,2020-10-17,2106,Terra,MODIS,9,6.03,292.9,26.4,N,0
-18.935,16.834,306.1,2.3,1.5,2020-10-17,2106,Terra,MODIS,67,6.03,294.7,18.4,N,0
-18.9038,16.8748,314.6,2.3,1.5,2020-10-17,2106,Terra,MODIS,61,6.03,295.2,35.8,N,0
-18.8906,16.8732,318.6,2.3,1.5,2020-10-17,2106,Terra,MODIS,97,6.03,296.1,48.1,N,0
-18.9662,16.4618,313,2.5,1.5,2020-10-17,2106,Terra,MODIS,84,6.03,293,42.9,N,0
-18.9053,16.8907,305.8,2.3,1.5,2020-10-17,2106,Terra,MODIS,28,6.03,294.3,16.6,N,0
-18.8921,16.8891,312.9,2.3,1.5,2020-10-17,2106,Terra,MODIS,58,6.03,295.2,31.9,N,0
-18.8945,16.8672,320,2.3,1.5,2020-10-17,2106,Terra,MODIS,96,6.03,296.2,51.6,N,0
-18.8788,16.8875,310.1,2.3,1.5,2020-10-17,2106,Terra,MODIS,47,6.03,295.3,25.4,N,0
